
 -------   CERRÓ EL MERCADO  :  6:0

 -------   Formulario Abierto ------ MENUDEO :  6:5

 -------    SIN DIVISAS  :  18:3

 -------    SIN DIVISAS  :  18:4

 -------    SIN DIVISAS  :  18:4

 -------    SIN DIVISAS  :  18:6

 -------    SIN DIVISAS  :  18:6

 -------    SIN DIVISAS  :  18:7

 -------   Formulario Abierto ------ MENUDEO :  18:7

 -------    SIN DIVISAS  :  18:8

 -------    SIN DIVISAS  :  18:9

 -------    SIN DIVISAS  :  18:10

 -------    SIN DIVISAS  :  18:11

 -------    SIN DIVISAS  :  18:11

 -------    SIN DIVISAS  :  18:12

 -------    SIN DIVISAS  :  18:12

 -------   Formulario Abierto ------ MENUDEO :  18:13

 -------    SIN DIVISAS  :  18:14

 -------    SIN DIVISAS  :  18:14

 -------    SIN DIVISAS  :  18:15

 -------    SIN DIVISAS  :  18:16

 -------    SIN DIVISAS  :  18:16

 -------    SIN DIVISAS  :  18:17

 -------    SIN DIVISAS  :  18:18

 -------    SIN DIVISAS  :  18:20

 -------    SIN DIVISAS  :  18:21

 -------    SIN DIVISAS  :  18:24

 -------    SIN DIVISAS  :  18:24

 -------    SIN DIVISAS  :  18:25

 -------    SIN DIVISAS  :  18:26

